Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr20:10628696-10636627	0.0	0.0	0.0	15.836590593872145	0.0	66.51115874416845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6522506619594	0.0	0.0
chr5:161611712-161619452	0.0	7.751937984496124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.24806201550388	0.0	0.0	0.0	0.0	0.0
chr17:66268462-66274159	0.0	31.595576619273302	0.0	15.745129015271194	0.0	28.0849569949096	0.0	0.0	0.0	0.0	17.5530981218185	0.0	0.0	7.0212392487274	0.0	0.0
chr2:107225175-107226641	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr1:40593107-40598140	0.0	11.92131929266839	0.0	0.0	0.0	15.89509239022452	0.0	0.0	39.976157361414664	0.0	23.84263858533678	0.0	0.0	8.364792370355653	0.0	0.0
chr3:143874277-143875062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr15:94240665-94241713	0.0	0.0	0.0	0.0	0.0	86.45038167938931	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.549618320610687	0.0	0.0
chr2:4264898-4266446	0.0	12.919896640826872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.08010335917312	0.0	0.0	0.0	0.0	0.0
chr11:14290903-14292982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.156806156806157	0.0	64.98316498316498	0.0	28.86002886002886	0.0
chr10:67549569-67552682	0.0	1.2849341471249598	0.0	38.54802441374879	0.0	2.3450048185030514	0.0	0.0	0.0	0.0	32.123353678124	0.0	0.0	25.698682942499197	0.0	0.0
chr2:160382348-160385322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.81573638197714	48.18426361802287	0.0	0.0	0.0
chr9:119541517-119544862	0.0	22.27204783258595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.72795216741405	0.0	0.0	0.0	0.0	0.0
chr11:76619228-76619415	0.0	68.44919786096256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.550802139037433	0.0	0.0	0.0	0.0	0.0
chr5:96591784-96591989	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr18:10442685-10442884	0.0	0.0	0.0	0.0	0.0	40.7035175879397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.2964824120603	0.0	0.0
chr17:48751833-48752048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8:126905659-126905855	0.0	0.0	0.0	48.97959183673469	0.0	0.0	0.0	0.0	0.0	0.0	51.02040816326531	0.0	0.0	0.0	0.0	0.0
chr14:61427476-61427682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
chr6:67528420-67528651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr2:164493386-164493617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr12:94287822-94288035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.06103286384976	0.9389671361502347	0.0	0.0	0.0
chr6:143783693-143783985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
chr14:84270327-84270609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr3:128325964-128326211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
chr1:192580532-192580788	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr19:36088071-36088397	0.0	0.0	0.0	0.0	0.0	0.0	8.282208588957054	0.0	0.0	0.0	0.0	0.0	91.71779141104295	0.0	0.0	0.0
chr8:89209547-89209898	0.0	93.16239316239316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.837606837606838	0.0	0.0	0.0	0.0	0.0
chr7:86938269-86938622	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2492917847025495	0.0	95.75070821529745	0.0
chr6:111986161-111986502	0.0	0.0	0.0	10.557184750733137	0.0	89.44281524926686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13:79579857-79580197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.82352941176471	0.0	0.0	61.1764705882353	0.0	0.0	0.0	0.0	0.0
chr1:100337212-100337555	0.0	0.0	0.0	9.329446064139942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.67055393586006	0.0	0.0
chr12:10761095-10761465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4:20928413-20928782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr7:7686802-7687272	0.0	0.0	0.0	0.0	0.0	35.53191489361702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.46808510638297	0.0	0.0
chr5:121212871-121213464	0.0	0.0	0.0	67.45362563237775	0.0	0.0	0.0	0.0	0.0	0.0	32.54637436762226	0.0	0.0	0.0	0.0	0.0
chr7:102919459-102919848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
chr18:59745625-59746037	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6:10983009-10983481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0
chr10:109916376-109916822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.64125560538116	40.35874439461883	0.0	0.0	0.0
chr10:64085254-64085791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
chr12:45268762-45269256	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr3:177889362-177889929	0.0	0.0	0.0	20.634920634920633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.36507936507937	0.0	0.0
chr20:46205083-46205677	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6:24858362-24859093	0.0	0.0	0.0	0.0	0.0	56.0875512995896	0.0	0.0	0.0	0.0	0.0	43.912448700410394	0.0	0.0	0.0	0.0
chr6:7625954-7626589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.45669291338582	0.0	31.496062992125985	0.0	0.0	2.047244094488189	0.0	0.0
chr2:157171728-157172318	0.0	0.0	0.0	66.10169491525424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.89830508474576	0.0	0.0
chr5:167488105-167488711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.85478547854785	0.0	0.0	52.14521452145215	0.0	0.0
chr4:48571979-48572661	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
chr20:37928221-37928911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10:125174876-125175611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7:122696217-122696928	0.0	0.0	0.0	0.0	0.0	46.27285513361463	0.0	0.0	0.0	0.0	25.59774964838256	0.0	0.0	28.129395218002813	0.0	0.0
chr13:65324611-65325407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr7:149290310-149291080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.844155844155843	0.0	0.0	74.15584415584415	0.0
chr4:156299073-156299928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.748538011695906	0.0	0.0	67.2514619883041	0.0	0.0
chr3:17262212-17263059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.17237308146399	0.0	0.0	0.0	17.827626918536012	0.0
chr17:48016033-48016834	0.0	0.0	0.0	24.968789013732835	0.0	49.93757802746567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0936329588015	0.0	0.0
chr2:74935487-74936500	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
