Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr11:65577532-65585471	0.0	0.0	0.0	0.0	2.5192089683839276	5.038417936767855	17.634462778687492	0.0	4.307847335936517	7.5198387706260235	0.0	62.98022420959819	0.0	0.0	0.0	0.0
chr16:89783563-89791135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.413100898045432	57.356048600105645	10.565240359218173	5.665610142630745	0.0
chr9:127157993-127164097	0.0	0.0	0.0	42.59501965923984	0.0	32.37221494102228	0.0	0.0	0.0	3.2765399737876804	11.926605504587156	0.0	0.0	9.82961992136304	0.0	0.0
chr12:25361913-25363298	0.0	0.0	0.0	0.0	0.0	45.631768953068594	0.0	0.0	0.0	0.0	54.368231046931406	0.0	0.0	0.0	0.0	0.0
chr6:167025801-167030814	0.0	0.0	0.0	0.0	0.0	0.0	37.941352483542786	0.0	0.0	0.0	0.0	7.979253939756632	54.079393576700575	0.0	0.0	0.0
chr9:2948230-2949008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.85089974293059	0.0	78.1491002570694	0.0	0.0	0.0	0.0	0.0
chr22:40005037-40006133	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4:64037627-64039219	0.0	37.68844221105528	0.0	0.0	0.0	0.0	0.0	37.68844221105528	0.0	0.0	24.623115577889447	0.0	0.0	0.0	0.0	0.0
chr4:62720864-62723012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr4:76109582-76112435	0.0	0.0	0.0	7.010164738871364	0.0	0.0	0.0	0.0	0.0	0.0	65.36978618997547	0.0	6.589554854539081	0.0	21.03049421661409	0.0
chr1:190636347-190639379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr13:72987107-72990333	0.0	0.0	0.0	0.0	0.0	17.203967761934283	0.0	0.0	0.0	0.0	45.59826410415375	0.0	0.0	0.0	37.197768133911964	0.0
chr4:48108363-48108564	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.04975124378109	0.0	9.950248756218906	0.0
chr12:101300061-101300264	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr7:12634399-12634588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr13:93238828-93239044	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr16:62425632-62425836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr6:28400575-28400797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.37837837837837	21.62162162162162	0.0	0.0	0.0	0.0	0.0	0.0
chr10:84396134-84396364	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.17391304347826	0.0	47.82608695652174	0.0	0.0	0.0
chr4:80040051-80040276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
chr12:126206871-126207100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr2:71774523-71774813	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9:115976473-115976759	0.0	86.7132867132867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.286713286713287	0.0	0.0
chr2:95156814-95157065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
chr11:21804411-21804682	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
