Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr7:70537197-70545380	0.0	0.0	0.0	14.872296223878772	0.0	7.332274227056092	0.0	0.0	4.888182818037395	0.0	4.888182818037395	0.0	0.0	68.01906391299035	0.0	0.0
chr17:28080477-28087881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.9086980010805	81.0913019989195	0.0	0.0	0.0
chr13:102139809-102146099	0.0	0.0	0.0	10.190779014308426	0.0	9.538950715421304	0.0	0.0	3.1796502384737675	0.0	51.65341812400636	0.0	0.0	25.43720190779014	0.0	0.0
chr6:159965235-159966609	0.0	0.0	0.0	0.0	0.0	17.540029112081516	0.0	0.0	82.45997088791849	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8:135044146-135049277	0.0	8.010134476710192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.98986552328981	0.0	0.0	0.0	0.0	0.0
chr21:25413833-25414598	0.0	66.66666666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.33333333333333	0.0	0.0	0.0	0.0	0.0
chr6:127923272-127924331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
chr17:52088595-52090169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.3151207115629	0.0	53.6848792884371	0.0	0.0	0.0	0.0	0.0
chr18:7253334-7255554	0.0	0.0	0.0	12.072072072072073	0.0	0.0	0.0	0.0	0.0	0.0	18.01801801801802	0.0	0.0	69.90990990990991	0.0	0.0
chr9:38700916-38703796	0.0	20.59027777777778	0.0	0.0	0.0	16.90972222222222	0.0	0.0	34.72222222222222	0.0	20.833333333333336	0.0	0.0	6.944444444444445	0.0	0.0
chr5:20165226-20168140	0.0	6.863417982155114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.13658201784489	0.0	0.0	0.0	0.0	0.0
chr16:49902079-49905553	0.0	0.0	0.0	5.757052389176741	0.0	11.514104778353483	0.0	0.0	59.700633275762804	0.0	17.271157167530223	0.0	0.0	5.757052389176741	0.0	0.0
chr4:28706709-28706914	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr21:15770066-15770281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
