Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr1:203704059-203711966	0.0	0.0	0.0	0.0	0.0	0.0	54.47072214493487	0.0	0.0	0.0	0.0	7.588212975844188	37.941064879220946	0.0	0.0	0.0
chr11:90225388-90232998	0.0	15.768725361366624	0.0	2.628120893561104	0.0	2.628120893561104	0.0	0.0	25.83442838370565	0.0	28.909329829172144	0.0	0.0	24.231274638633376	0.0	0.0
chr10:60666190-60672300	0.0	17.315875613747956	0.0	26.186579378068743	0.0	10.671031096563013	0.0	0.0	0.0	0.0	36.00654664484452	0.0	0.0	9.819967266775777	0.0	0.0
chr4:15804502-15805898	22.994269340974213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.00573065902579	0.0	0.0
chr1:210191184-210196281	0.0	63.292132627035514	0.0	0.0	0.0	0.0	0.0	3.9238767902687854	0.0	0.0	32.78399058269571	0.0	0.0	0.0	0.0	0.0
chr17:789112-789920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.3069306930693	30.693069306930692	0.0	0.0	0.0
chr2:197549444-197550488	0.0	0.0	0.0	0.0	0.0	0.0	19.157088122605366	0.0	0.0	0.0	0.0	0.0	61.68582375478927	0.0	19.157088122605366	0.0
chr1:110328863-110330319	0.0	0.0	0.0	9.684065934065934	0.0	21.634615384615387	0.0	0.0	0.0	0.0	68.68131868131869	0.0	0.0	0.0	0.0	0.0
chr11:27110747-27112980	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.347514554411106	0.0	0.0	71.6524854455889	0.0	0.0
chr7:69964007-69966881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.958942240779402	0.0	0.0	93.0410577592206	0.0	0.0
chr2:117906611-117909655	0.0	13.567674113009199	0.0	0.0	0.0	0.0	0.0	1.0183968462549275	0.0	0.0	85.41392904073587	0.0	0.0	0.0	0.0	0.0
chr1:45352695-45355975	0.0	0.0	0.0	0.0	0.0	13.628048780487806	0.0	0.0	0.0	0.0	24.390243902439025	0.0	30.48780487804878	0.0	31.49390243902439	0.0
chr4:121141074-121141276	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr1:58970903-58971113	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr10:93732235-93732428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr2:175739422-175739629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.84541062801932	0.0	24.154589371980677	0.0	0.0	0.0	0.0	0.0
chr7:79265839-79266036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr4:151109589-151109799	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0
chr6:144585135-144585363	43.42105263157895	0.0	0.0	0.0	0.0	56.57894736842105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr6:25262971-25263193	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr18:58017463-58017695	0.0	0.0	0.0	0.0	0.0	45.258620689655174	0.0	0.0	0.0	0.0	54.741379310344826	0.0	0.0	0.0	0.0	0.0
chr5:40086803-40087086	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr13:70560219-70560479	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr20:4728650-4728907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.53307392996109	0.0	0.0	0.0	0.0	40.46692607003891	0.0	0.0
chr13:46185576-46185835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0
chr15:63083385-63083732	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
