Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr11:125718052-125726235	0.0	7.332274227056092	0.0	0.0	0.0	0.0	0.0	0.0	83.09910790663571	0.0	9.5686178663082	0.0	0.0	0.0	0.0	0.0
chr19:53067924-53075282	0.0	0.0	0.0	0.0	0.0	0.0	8.154389779831476	0.0	0.0	0.0	0.0	0.0	2.7181299266104917	0.0	0.0	89.12748029355804
chr2:19442979-19448712	0.0	10.465724751439037	0.0	10.465724751439037	0.0	0.0	0.0	0.0	51.159951159951156	0.0	27.908599337170763	0.0	0.0	0.0	0.0	0.0
chr6:108421514-108422974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.68493150684931	0.0	0.0	19.315068493150687	0.0	0.0
chr1:10050123-10055195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.886435331230284	19.71608832807571	72.39747634069401	0.0	0.0	0.0
chr3:37890272-37891029	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.852047556142669	84.14795244385733	0.0	0.0	0.0
chr9:22111449-22112540	0.0	0.0	0.0	31.072410632447294	0.0	68.9275893675527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr4:173003236-173004789	0.0	0.0	0.0	0.0	0.0	65.22858982614295	0.0	0.0	9.01481004507405	0.0	25.756600128783003	0.0	0.0	0.0	0.0	0.0
chr18:3153152-3155231	0.0	0.0	0.0	0.0	0.0	31.26503126503126	0.0	0.0	0.0	0.0	9.62000962000962	0.0	0.0	59.11495911495912	0.0	0.0
chr17:54032019-54035015	0.0	0.6675567423230975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.3324432576769	0.0	0.0	0.0	0.0	0.0
chr12:26020119-26023226	0.0	0.0	0.0	0.0	0.0	6.43707756678468	0.0	0.0	0.0	0.0	0.0	0.0	93.56292243321532	0.0	0.0	0.0
chr1:91684506-91687874	0.0	0.0	0.0	0.0	0.0	47.50593824228028	0.0	0.0	0.0	4.067695961995249	0.0	5.938242280285035	18.73515439429929	23.75296912114014	0.0	0.0
chr2:177485991-177486187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.673469387755105	0.0	0.0	0.0	41.3265306122449	0.0
