Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr8:80561359-80569298	0.0	0.0	0.0	0.0	12.596044841919637	5.038417936767855	0.0	0.0	72.2887013477768	0.0	2.5192089683839276	0.0	0.0	7.557626905151782	0.0	0.0
chr12:89800147-89808170	0.0	0.0	0.0	28.368440732892935	0.0	27.42116415305995	0.0	16.78923096098716	0.0	0.0	22.435497943412688	0.0	0.0	4.985666209647264	0.0	0.0
chr2:181288821-181294991	0.0	18.11993517017828	0.0	6.482982171799027	0.0	0.0	0.0	0.0	0.0	0.0	68.91410048622366	0.0	0.0	0.0	6.482982171799027	0.0
chr5:36486171-36487617	0.0	0.0	0.0	8.229598893499308	0.0	0.0	0.0	0.0	0.0	0.0	91.77040110650069	0.0	0.0	0.0	0.0	0.0
chr2:100858967-100863916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08244089715094	91.91755910284905	0.0	0.0	0.0
chr4:108546983-108547794	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr9:27989809-27990876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.679475164011244	0.0	74.32052483598875	0.0	0.0	0.0	0.0	0.0
chr4:34272689-34274168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0
chr6:33186139-33188374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.05145413870245	0.0	0.0	0.0	0.0	0.0	8.94854586129754	0.0
chr8:135190757-135193891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.85513720485004	0.0	0.0	19.14486279514997	0.0	0.0
chr1:211322656-211325660	13.315579227696405	0.0	0.0	0.0	0.0	6.657789613848203	0.0	0.0	6.657789613848203	0.0	13.315579227696405	0.0	0.0	60.05326231691078	0.0	0.0
