Region	DNase	HET	TSS	acetylations	bivalent promoters	enhancers	exon	others	polycomb repressed	promoters	quescient	transcribed and enhancer	transcription	weak enhancers	weak transcription	znf
chr2:168870000-168970000	0.6	5.0	0.4	3.3099999999999996	1.6	16.400000000000002	0.0	0.69	27.6	1.4000000000000001	20.200000000000003	0.0	12.0	7.000000000000001	3.8	0.0
chr3:34450000-34510000	0.0	12.18	0.0	0.33333333333333337	0.0	3.0	0.0	5.666666666666666	0.0	0.0	73.48666666666666	0.0	0.0	5.333333333333334	0.0	0.0
chr6:79940000-80030000	0.4444444444444444	5.111111111111112	0.4444444444444444	3.111111111111111	3.5555555555555554	5.333333333333334	0.0	4.222222222222222	15.555555555555555	3.3333333333333335	16.666666666666664	1.7777777777777777	21.777777777777775	14.444444444444443	4.222222222222222	0.0
chr10:22180000-22240000	0.0	2.785	3.0	7.000000000000001	0.0	5.333333333333334	0.0	0.0	51.54833333333333	1.6666666666666667	25.0	0.0	0.0	3.6666666666666665	0.0	0.0
chr14:52510000-52730000	0.0	5.7272727272727275	1.0536363636363637	3.5454545454545454	0.18181818181818182	6.636363636363636	4.7272727272727275	1.090909090909091	1.6363636363636365	2.727272727272727	31.128181818181815	2.5454545454545454	23.363636363636363	1.5454545454545454	13.727272727272727	0.36363636363636365
chr8:100960000-101340000	0.4736842105263158	3.3157894736842106	0.2631578947368421	15.744210526315788	0.3157894736842105	25.894736842105264	0.42105263157894735	0.10526315789473684	18.894736842105264	3.1578947368421053	14.05263157894737	1.263157894736842	3.0	10.992631578947368	1.8421052631578945	0.2631578947368421
chr7:112380000-112460000	1.5	1.0	2.0	16.25	0.0	16.75	2.25	0.0	9.25	6.5	23.181250000000002	1.0	4.0687500000000005	16.25	0.0	0.0
chr1:112310000-112510000	0.3	3.5999999999999996	0.3	3.8	2.8000000000000003	10.5	0.2	0.5	32.800000000000004	2.9000000000000004	9.6	7.199999999999999	21.4	3.4000000000000004	0.5	0.2
chr5:11580000-11690000	0.0	9.272727272727273	0.0	1.2727272727272727	0.18181818181818182	8.181818181818182	0.0	0.0	0.0	0.0	62.727272727272734	0.0	0.0	18.363636363636363	0.0	0.0
chr21:42180000-42210000	0.0	2.666666666666667	0.0	2.666666666666667	0.0	38.666666666666664	0.0	0.0	23.333333333333332	0.6666666666666667	10.0	0.0	0.0	22.0	0.0	0.0
chr1:68480000-68500000	0.0	0.0	3.0	3.0	0.0	3.0	0.0	0.0	1.0	9.0	4.415	4.0	56.584999999999994	0.0	15.0	1.0
chr10:92620000-92680000	0.33333333333333337	10.0	0.0	2.3333333333333335	0.0	0.33333333333333337	0.33333333333333337	3.6666666666666665	1.0	0.0	23.261666666666667	0.6666666666666667	44.333333333333336	0.6666666666666667	13.071666666666667	0.0
chr16:5750000-5830000	0.0	21.5	0.0	0.5	0.0	3.5000000000000004	0.0	0.5	0.0	0.0	69.75	0.0	0.0	4.25	0.0	0.0
chr7:50030000-50130000	0.0	10.8	1.6	3.2	0.0	2.8000000000000003	0.0	5.0	31.4	1.0	39.4	0.0	0.0	4.8	0.0	0.0
chr2:214690000-214860000	0.0	2.235294117647059	0.5882352941176471	5.647058823529412	0.1176470588235294	4.235294117647059	1.2941176470588236	1.8094117647058823	1.1764705882352942	1.647058823529412	30.308235294117647	1.0588235294117647	30.470588235294116	3.882352941176471	13.176470588235295	2.3529411764705883
chr5:18010000-18060000	0.0	5.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.4	0.0	0.0	6.4	0.0	0.0
chr14:81590000-81790000	0.3	5.4	0.0	7.1	0.0	5.2	0.0	0.3	11.600000000000001	0.0	62.1	0.0	0.0	8.0	0.0	0.0
chr7:27620000-27980000	0.2777777777777778	1.6111111111111112	0.2777777777777778	5.777777777777778	0.0	15.166666666666668	1.1111111111111112	0.33333333333333337	3.6111111111111107	1.277777777777778	15.0	3.3888888888888893	23.2275	14.499999999999998	13.61111111111111	0.8280555555555555
chr1:160730000-160780000	0.8	4.8	0.0	8.38	0.0	24.4	0.0	0.0	5.220000000000001	0.0	14.399999999999999	0.0	0.0	42.0	0.0	0.0
chr4:94180000-94290000	0.0	2.0	0.5454545454545455	1.6363636363636365	0.0	1.6363636363636365	5.818181818181818	0.0	7.454545454545454	2.181818181818182	12.590000000000002	0.36363636363636365	56.13727272727272	0.0	9.636363636363637	0.0
chr6:116530000-116640000	0.7272727272727273	0.7272727272727273	0.7272727272727273	10.181818181818182	1.6363636363636365	12.397272727272728	1.6363636363636365	0.0	8.363636363636363	3.6363636363636362	21.05727272727273	1.8181818181818181	21.454545454545453	5.636363636363637	9.636363636363637	0.36363636363636365
chr20:29870000-29900000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chr8:28300000-29300000	0.33999999999999997	0.5	0.5599999999999999	3.9	0.8	14.26	3.5000000000000004	0.9199999999999999	5.06	2.1399999999999997	11.600000000000001	7.86	23.7	8.76	15.620000000000001	0.48
chr18:51770000-51910000	0.0	9.428571428571429	0.0	0.14285714285714285	0.0	1.4285714285714286	0.0	2.571428571428571	0.0	0.0	85.0	0.0	0.0	1.4285714285714286	0.0	0.0
chr2:167840000-168480000	0.1875	5.28125	0.28125	7.03125	0.03125	11.125	0.125	1.3265624999999999	2.21875	0.9375	24.21875	6.5484374999999995	16.5	12.812499999999998	10.875	0.5
chr14:30530000-30610000	0.0	2.75	0.25	3.25	0.0	6.5	2.25	0.0	12.5	3.25	10.9925	5.75	45.7575	0.0	4.5	2.25
chr6:138080000-138130000	1.6	3.5999999999999996	0.8	10.674	4.8	18.8	0.0	1.6	22.0	2.8000000000000003	10.526	6.4	9.2	2.0	4.0	1.2
chr1:207260000-207420000	0.25	4.590625	0.25	5.159375	0.0	24.625	0.625	0.8750000000000001	1.125	1.875	24.75	3.75	12.625	12.125	5.125	2.25
chr7:153040000-153310000	0.07407407407407407	32.74074074074074	0.0	0.14814814814814814	0.07407407407407407	0.3703703703703704	0.0	4.0	0.14814814814814814	0.0	60.96296296296296	0.0	0.0	1.4814814814814816	0.0	0.0
chr13:92710000-92740000	0.0	5.510000000000001	0.0	0.6666666666666667	0.0	1.3333333333333335	0.0	0.0	0.0	0.0	81.15666666666667	0.0	0.0	11.333333333333332	0.0	0.0
chr15:90410000-90450000	0.0	0.0	0.0	0.0	0.0	9.0	9.08	0.0	0.0	2.5	2.92	21.5	51.5	0.0	3.5000000000000004	0.0
chr9:30330000-30540000	0.0	8.857142857142856	0.0	0.09523809523809523	0.0	0.4761904761904762	0.0	5.142857142857142	0.0	0.0	81.9047619047619	0.0	0.0	3.5238095238095237	0.0	0.0
chr6:116520000-116620000	0.8	0.4	0.8	13.200000000000001	1.7999999999999998	13.600000000000001	1.6	0.0	9.0	4.0	18.2	1.6	20.200000000000003	8.0	6.6000000000000005	0.2
chr2:111970000-112270000	0.4	5.533333333333333	0.5333333333333333	5.133333333333334	1.2666666666666666	11.933333333333334	3.3333333333333335	1.0666666666666667	5.466666666666667	1.9333333333333333	13.666666666666666	4.3999999999999995	18.2	8.799999999999999	16.400000000000002	1.9333333333333333
chr9:120960000-121100000	0.8571428571428572	1.5714285714285716	0.7142857142857143	4.0	0.0	15.428571428571427	0.5714285714285714	0.4285714285714286	1.7142857142857144	1.5714285714285716	18.714285714285715	0.5714285714285714	11.714285714285715	8.571428571428571	33.285714285714285	0.2857142857142857
chr10:114790000-114970000	0.1111111111111111	1.1111111111111112	0.4444444444444444	10.245	0.0	11.777777777777777	3.5555555555555554	0.0	2.7777777777777777	3.0	19.333333333333332	5.444444444444444	25.666666666666664	10.866111111111111	4.777777777777778	0.8888888888888888
chr12:9800000-9940000	0.14285714285714285	9.142857142857142	2.4285714285714284	5.571428571428571	0.14285714285714285	12.285714285714286	0.0	1.1428571428571428	13.854285714285714	0.7142857142857143	32.43142857142857	0.14285714285714285	6.0	13.571428571428571	1.4285714285714286	1.0
chr2:160940000-161270000	0.36363636363636365	2.9696969696969697	0.4242424242424243	13.696969696969695	0.48484848484848486	11.272727272727273	0.9090909090909091	3.212121212121212	4.363636363636364	1.5151515151515151	23.973030303030303	2.6060606060606064	14.969696969696969	15.36030303030303	3.272727272727273	0.6060606060606061
chr10:3540000-3680000	0.14285714285714285	6.714285714285714	0.2857142857142857	29.714285714285715	0.0	12.142857142857142	0.0	1.1428571428571428	3.1428571428571432	0.2857142857142857	30.142857142857142	0.0	0.0	16.28571428571429	0.0	0.0
chr10:110160000-110200000	0.0	0.5	0.0	1.5	9.5	10.0	0.0	0.0	72.0	0.0	5.0	0.0	0.0	1.5	0.0	0.0
chr1:200140000-200180000	0.18	0.0	0.0	23.32	0.0	20.0	0.0	0.0	0.0	0.0	27.500000000000004	0.0	0.0	20.5	8.5	0.0
chr5:160360000-160490000	0.15384615384615385	2.307692307692308	1.0769230769230769	2.4615384615384617	1.0769230769230769	16.30230769230769	2.307692307692308	0.7692307692307693	8.0	6.615384615384616	8.615384615384615	3.230769230769231	15.230769230769232	29.236153846153844	2.4615384615384617	0.15384615384615385
chr4:122160000-122300000	0.0	0.0	0.0	0.14285714285714285	0.0	0.8571428571428572	6.571428571428571	0.8571428571428572	0.0	0.0	5.253571428571428	0.7142857142857143	58.88928571428571	0.5714285714285714	26.142857142857146	0.0
chr1:39700000-39740000	1.0	0.0	0.5	0.0	4.5	3.0	0.0	0.0	84.82	5.680000000000001	0.5	0.0	0.0	0.0	0.0	0.0
chr14:51800000-52260000	0.26086956521739135	5.913043478260869	0.21739130434782608	13.173913043478262	0.5652173913043479	11.130434782608695	1.1304347826086958	2.608695652173913	9.086956521739129	1.6956521739130437	15.26086956521739	2.4782608695652173	8.347826086956523	23.391304347826086	3.4347826086956523	1.3043478260869565
chr9:25340000-25410000	0.0	12.574285714285715	0.0	0.0	0.0	1.7142857142857144	0.0	0.0	0.0	0.0	78.28285714285714	0.0	0.0	7.428571428571429	0.0	0.0
chr13:19120000-19190000	0.0	93.42857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.571428571428571	0.0	0.0	0.0	0.0	0.0
chr4:159380000-159410000	0.0	4.666666666666667	0.0	50.50666666666667	1.3333333333333335	9.333333333333334	0.0	0.0	11.333333333333332	0.6666666666666667	18.0	0.0	0.0	4.16	0.0	0.0
chr4:126660000-126760000	0.0	2.8000000000000003	0.0	13.355	0.0	21.4	0.0	0.0	0.0	0.0	49.245	0.0	0.0	13.200000000000001	0.0	0.0
chr1:198070000-198140000	0.0	1.4285714285714286	0.0	23.42857142857143	0.0	16.28571428571429	0.0	1.7142857142857144	3.1428571428571432	0.0	35.14285714285714	0.0	0.0	18.857142857142858	0.0	0.0
chr17:6830000-6860000	1.3333333333333335	1.3333333333333335	0.6666666666666667	0.6666666666666667	6.666666666666667	8.0	0.0	0.0	61.60333333333333	0.0	1.3333333333333335	0.0	8.396666666666667	10.0	0.0	0.0
chr13:68150000-68340000	0.0	10.210526315789474	0.0	0.7368421052631579	0.0	2.2105263157894735	0.0	2.2800000000000002	0.0	0.0	81.50947368421053	0.0	0.0	3.052631578947368	0.0	0.0
chr21:39840000-39970000	0.3076923076923077	28.154615384615383	0.0	1.6923076923076923	0.15384615384615385	3.076923076923077	0.0	0.0	2.307692307692308	0.0	55.38307692307692	0.0	0.0	8.923846153846155	0.0	0.0
chr4:181190000-181310000	0.16666666666666669	4.833333333333333	0.0	0.8333333333333334	0.0	3.166666666666667	0.0	0.0	0.33333333333333337	0.0	69.46083333333334	0.0	0.0	21.20583333333333	0.0	0.0
chr5:54970000-55050000	0.0	5.035	0.0	9.5	1.7500000000000002	25.465	0.0	0.0	9.75	0.0	25.0	0.25	0.0	23.25	0.0	0.0
chr2:134280000-134630000	0.2285714285714286	4.285714285714286	0.0	7.020285714285714	0.1142857142857143	8.457142857142857	1.8285714285714287	1.0285714285714285	15.942857142857141	0.17142857142857143	9.828571428571427	7.428571428571429	14.17142857142857	19.32257142857143	9.828571428571427	0.34285714285714286
chr3:120320000-120370000	0.0	0.0	0.0	2.4	0.0	3.5999999999999996	1.6	0.0	23.294	5.2	10.706	6.800000000000001	30.4	2.0	9.2	4.8
chr10:89600000-89780000	0.0	2.666666666666667	0.5555555555555556	2.2222222222222223	0.0	6.555555555555556	1.5555555555555556	0.0	1.0	3.0	17.333333333333336	4.579444444444444	36.11111111111111	9.11111111111111	14.309444444444445	1.0
chr2:96620000-96760000	0.0	0.2857142857142857	0.5714285714285714	12.571428571428573	0.4285714285714286	9.526428571428571	8.714285714285715	0.0	13.571428571428571	3.0	17.71428571428571	4.571428571428571	16.902142857142856	2.0	9.857142857142858	0.2857142857142857
chr2:174190000-174270000	0.25	0.5	0.5	2.75	0.0	3.75	1.5	0.66	8.5	2.5	11.25	3.25	61.09	2.0	0.5	1.0
chr1:221500000-221940000	0.0	3.272727272727273	0.18181818181818182	28.09090909090909	0.0	12.090909090909092	0.5	0.4090909090909091	1.0	0.9090909090909091	30.831363636363633	4.409090909090909	1.4545454545454546	16.623181818181816	0.09090909090909091	0.13636363636363638
chr17:11590000-11820000	0.17391304347826086	18.383913043478262	0.26086956521739135	0.6086956521739131	0.5217391304347827	3.91304347826087	0.0	0.17391304347826086	2.6956521739130435	0.08695652173913043	68.13782608695652	0.0	0.0	5.043478260869565	0.0	0.0
chr21:33950000-34100000	0.0	9.600666666666667	0.6666666666666667	12.0	0.0	17.799333333333333	1.4666666666666666	0.0	6.133333333333333	3.4666666666666663	18.666666666666668	6.533333333333332	7.666666666666666	14.933333333333335	1.0666666666666667	0.0
chr5:95480000-96050000	0.14035087719298245	1.0175438596491229	0.42105263157894735	13.263157894736842	0.8421052631578947	19.386666666666667	1.5438596491228072	0.14035087719298245	0.6666666666666667	3.3684210526315788	15.052631578947368	9.333333333333334	23.13964912280702	5.017543859649122	6.175438596491229	0.4912280701754386
